Course code	Course title	Unit	Level	Lesson	Challenge type	Prompt	Correct answer
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “deadline”? Listen, choose, and say it aloud.	tarikh akhir
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “help / assistance”? Listen, choose, and say it aloud.	bantuan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you do not understand the question. / Choose the best Malay response, then say it aloud.	Saya tidak faham soalan ini.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask for another explanation. / Choose the best Malay response, then say it aloud.	Boleh terangkan sekali lagi?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Ask when the deadline is. / Choose the best Malay response, then say it aloud.	Bila tarikh akhir tugasan ini?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you will send an email this afternoon. / Choose the best Malay response, then say it aloud.	Saya akan hantar e-mel petang ini.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that the meeting starts at ten. / Choose the best Malay response, then say it aloud.	Mesyuarat bermula pada pukul sepuluh.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Ask someone to share the file. / Choose the best Malay response, then say it aloud.	Boleh kongsi fail itu dengan saya?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Report that the internet is not working. / Choose the best Malay response, then say it aloud.	Sambungan internet tidak berfungsi.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Invite the group to work together. / Choose the best Malay response, then say it aloud.	Mari kita bekerjasama.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelajar: Cikgu, saya tidak faham bahagian ini. / Guru: ... / Choose the best Malay response, then say it aloud.	Baik, saya akan terangkan dengan contoh lain.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Pelajar: Bila tarikh akhir tugasan? / Guru: ... / Choose the best Malay response, then say it aloud.	Tarikh akhirnya pada hari Jumaat.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / Penyelia: Boleh hantar laporan hari ini? / Pekerja: ... / Choose the best Malay response, then say it aloud.	Saya boleh hantar sebelum pukul lima.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / Rakan sekerja: Awak sudah terima e-mel saya? / Anda: ... / Choose the best Malay response, then say it aloud.	Belum, boleh hantar sekali lagi?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Saya tidak dapat membuka fail ini. / B: ... / Choose the best Malay response, then say it aloud.	Saya akan hantarkan fail dalam format PDF.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / Ketua: Siapa boleh bentangkan kemajuan projek? / Anda: ... / Choose the best Malay response, then say it aloud.	Saya boleh berikan kemas kini ringkas.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “I must finish this today.” / Choose the best Malay response, then say it aloud.	Saya mesti siapkan perkara ini hari ini.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “This document is for the meeting.” / Choose the best Malay response, then say it aloud.	Dokumen ini untuk mesyuarat.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “The colleague who called me is absent.” / Choose the best Malay response, then say it aloud.	Rakan sekerja yang menelefon saya tidak hadir.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Please attach the file.” / Choose the best Malay response, then say it aloud.	Sila lampirkan fail itu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Can we move the meeting?” / Choose the best Malay response, then say it aloud.	Boleh kita tunda mesyuarat?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “I need more time.” / Choose the best Malay response, then say it aloud.	Saya perlukan lebih banyak masa.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “The password is incorrect.” / Choose the best Malay response, then say it aloud.	Kata laluan itu tidak betul.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B1 · Unit 7: School, Work and Digital Communication	B1	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “I will update you tomorrow.” / Choose the best Malay response, then say it aloud.	Saya akan berikan perkembangan terkini esok.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “invitation”? Listen, choose, and say it aloud.	jemputan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “event / ceremony”? Listen, choose, and say it aloud.	majlis
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “neighbour”? Listen, choose, and say it aloud.	jiran
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “community”? Listen, choose, and say it aloud.	komuniti
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “celebration / festival”? Listen, choose, and say it aloud.	perayaan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “gift”? Listen, choose, and say it aloud.	hadiah
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “tradition”? Listen, choose, and say it aloud.	tradisi
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “polite”? Listen, choose, and say it aloud.	sopan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “share”? Listen, choose, and say it aloud.	berkongsi
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “volunteer”? Listen, choose, and say it aloud.	sukarelawan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Accept an invitation warmly. / Choose the best Malay response, then say it aloud.	Terima kasih atas jemputan. Saya akan datang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Decline politely because you already have plans. / Choose the best Malay response, then say it aloud.	Maaf, saya sudah ada rancangan pada hari itu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Ask what you should bring. / Choose the best Malay response, then say it aloud.	Apa yang patut saya bawa?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you brought a small gift. / Choose the best Malay response, then say it aloud.	Saya membawa sedikit hadiah untuk tuan rumah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Ask whether there is a custom you should know. / Choose the best Malay response, then say it aloud.	Ada adat yang perlu saya tahu?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Explain that guests normally remove their shoes. / Choose the best Malay response, then say it aloud.	Biasanya tetamu menanggalkan kasut sebelum masuk.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Invite someone to join a community activity. / Choose the best Malay response, then say it aloud.	Mari sertai aktiviti komuniti bersama-sama.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Say that you would like to volunteer. / Choose the best Malay response, then say it aloud.	Saya ingin menjadi sukarelawan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Kami mengadakan rumah terbuka hari Ahad. Sudi datang? / B: ... / Choose the best Malay response, then say it aloud.	Terima kasih atas jemputan. Saya akan datang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Apa yang patut saya bawa? / B: ... / Choose the best Malay response, then say it aloud.	Tidak perlu bawa apa-apa, datang sahaja.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Perlu tanggalkan kasut? / B: ... / Choose the best Malay response, then say it aloud.	Ya, letakkan kasut di luar pintu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Saya tidak makan daging. Ada pilihan lain? / B: ... / Choose the best Malay response, then say it aloud.	Ya, kami sediakan beberapa hidangan vegetarian.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Komuniti kita akan membersihkan taman esok. / B: ... / Choose the best Malay response, then say it aloud.	Baik, saya mahu membantu sebagai sukarelawan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Terima kasih kerana datang ke majlis kami. / B: ... / Choose the best Malay response, then say it aloud.	Sama-sama. Saya sangat gembira dapat hadir.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “If I am free, I will come.” / Choose the best Malay response, then say it aloud.	Kalau saya lapang, saya akan datang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “We should respect local customs.” / Choose the best Malay response, then say it aloud.	Kita harus menghormati adat tempatan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “I cannot come because I am working.” / Choose the best Malay response, then say it aloud.	Saya tidak dapat datang kerana saya bekerja.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Let us share the food.” / Choose the best Malay response, then say it aloud.	Mari kita berkongsi makanan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Thank you for welcoming me.” / Choose the best Malay response, then say it aloud.	Terima kasih kerana menyambut saya.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “What is this celebration about?” / Choose the best Malay response, then say it aloud.	Perayaan ini disambut untuk apa?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Is this gift appropriate?” / Choose the best Malay response, then say it aloud.	Adakah hadiah ini sesuai?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 8: Social Life, Culture and Community	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Everyone is welcome.” / Choose the best Malay response, then say it aloud.	Semua orang dialu-alukan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “opinion”? Listen, choose, and say it aloud.	pendapat
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “agree”? Listen, choose, and say it aloud.	setuju
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “disagree”? Listen, choose, and say it aloud.	tidak setuju
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “suggestion”? Listen, choose, and say it aloud.	cadangan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “plan”? Listen, choose, and say it aloud.	rancangan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “problem”? Listen, choose, and say it aloud.	masalah
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “solution”? Listen, choose, and say it aloud.	penyelesaian
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “maybe / possibly”? Listen, choose, and say it aloud.	mungkin
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “reason”? Listen, choose, and say it aloud.	sebab
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Vocabulary Sprint	SELECT	Which Malay word or phrase means “decision”? Listen, choose, and say it aloud.	keputusan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Introduce your opinion. / Choose the best Malay response, then say it aloud.	Pada pendapat saya, pilihan ini lebih praktikal.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Agree and give a reason. / Choose the best Malay response, then say it aloud.	Saya setuju kerana kosnya lebih rendah.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Disagree gently. / Choose the best Malay response, then say it aloud.	Saya kurang bersetuju dengan cadangan itu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Suggest a different approach. / Choose the best Malay response, then say it aloud.	Apa kata kita cuba cara yang lain?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Offer a conditional solution. / Choose the best Malay response, then say it aloud.	Jika masa tidak cukup, kita boleh kurangkan skop.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	ASSIST	SPEAKING SCENARIO / Say that one factor needs consideration. / Choose the best Malay response, then say it aloud.	Kita perlu mempertimbangkan kesannya kepada pelajar.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Invite the group to decide. / Choose the best Malay response, then say it aloud.	Mari kita buat keputusan bersama-sama.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Daily Speaking Sentences	SELECT	SPEAKING SCENARIO / Explain that the plan has changed. / Choose the best Malay response, then say it aloud.	Rancangan itu berubah kerana cuaca buruk.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Saya rasa kita patut adakan acara pada hari Sabtu. / B: ... / Choose the best Malay response, then say it aloud.	Saya setuju kerana lebih ramai orang boleh hadir.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Kita perlu membeli peralatan baharu. / B: ... / Choose the best Malay response, then say it aloud.	Saya kurang bersetuju kerana bajet kita terhad.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Jadi, apa cadangan awak? / B: ... / Choose the best Malay response, then say it aloud.	Apa kata kita menyewa peralatan dahulu?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Masa kita sangat singkat. / B: ... / Choose the best Malay response, then say it aloud.	Jika begitu, kita perlu utamakan tugas yang paling penting.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	SELECT	COMPLETE THE DIALOGUE / A: Dua pilihan ini sama-sama baik. / B: ... / Choose the best Malay response, then say it aloud.	Mari kita bandingkan kos dan manfaatnya.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Scenario Dialogue	ASSIST	COMPLETE THE DIALOGUE / A: Adakah semua orang bersetuju? / B: ... / Choose the best Malay response, then say it aloud.	Ya, kita boleh teruskan dengan rancangan ini.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “In my view, this is fair.” / Choose the best Malay response, then say it aloud.	Pada pandangan saya, perkara ini adil.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “I understand your point, but I have a concern.” / Choose the best Malay response, then say it aloud.	Saya faham pandangan awak, tetapi saya ada satu kebimbangan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “This option is cheaper but slower.” / Choose the best Malay response, then say it aloud.	Pilihan ini lebih murah tetapi lebih lambat.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “The main reason is safety.” / Choose the best Malay response, then say it aloud.	Sebab utama ialah keselamatan.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “What are the advantages and disadvantages?” / Choose the best Malay response, then say it aloud.	Apakah kelebihan dan kekurangannya?
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	ASSIST	SENTENCE PRACTICE / Choose the best Malay sentence for “We may need a backup plan.” / Choose the best Malay response, then say it aloud.	Kita mungkin memerlukan rancangan sandaran.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “Let us review the facts first.” / Choose the best Malay response, then say it aloud.	Mari kita semak fakta terlebih dahulu.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	B2 · Unit 9: Opinions, Plans and Problem-Solving	B2	Sentence Workshop	SELECT	SENTENCE PRACTICE / Choose the best Malay sentence for “We reached a decision after discussing it.” / Choose the best Malay response, then say it aloud.	Kami mencapai keputusan selepas berbincang.
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	C1 · Unit 10: Meetings, Presentations and Negotiation	C1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “agenda”? Listen, choose, and say it aloud.	agenda
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	C1 · Unit 10: Meetings, Presentations and Negotiation	C1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “objective”? Listen, choose, and say it aloud.	objektif
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	C1 · Unit 10: Meetings, Presentations and Negotiation	C1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “presentation”? Listen, choose, and say it aloud.	pembentangan
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	C1 · Unit 10: Meetings, Presentations and Negotiation	C1	Vocabulary Sprint	ASSIST	Which Malay word or phrase means “data”? Listen, choose, and say it aloud.	data
MRLC-MALAY-SPEAKING-A1-C1-V1	Malay Speaking: Beginner to Advanced	C1 · Unit 10: Meetings, Presentations and Negotiation	C1	Vocabulary Sprint	SELECT	Which Malay word or phrase means “progress”? Listen, choose, and say it aloud.	kemajuan
